"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.0510201454163,3181.7448585,0.00417995452881,2581.45099909,0.000355958938599,2082.99603915
10,0.0991139411926,2183.76508002,0.00326204299927,1523.02249931,0.000187158584595,1807.6086859
15,0.133931159973,2332.92278425,0.0034921169281,1354.57995903,0.00019097328186,1737.17873605
20,0.156457901001,1680.23065565,0.00314402580261,1291.89704888,0.000192880630493,1605.81834205
25,0.174263000488,1494.59446481,0.00315093994141,1289.69992729,0.000216007232666,1211.63213951
30,0.186884880066,1172.25980558,0.00319695472717,1237.62066618,0.000211000442505,1111.44771393
35,0.198337078094,1016.08602766,0.00318694114685,1211.49927257,0.000217914581299,917.77361281
40,0.21168589592,970.796074367,0.00315117835999,1177.91484863,0.000218152999878,906.926955825
45,0.217923879623,917.714205014,0.00384306907654,1021.3630495,0.000223159790039,887.803883889
50,0.225744962692,858.289134821,0.00323414802551,958.94490509,0.000349998474121,875.756257858
55,0.234108924866,798.3020815,0.0039279460907,938.54747829,0.000231981277466,822.956184463
60,0.237677097321,765.305440179,0.00325703620911,920.077763345,0.000233888626099,815.475268174
65,0.245886087418,744.387346976,0.00384306907654,907.190236659,0.00023889541626,749.581462688
70,0.249527931213,706.76651298,0.00330281257629,897.976638367,0.000241994857788,725.812332843
75,0.253285884857,706.588860167,0.00322890281677,891.451122785,0.000250101089478,728.750433585
80,0.257789134979,730.939127517,0.00322294235229,889.178025043,0.000255823135376,718.833817542
85,0.265985012054,721.892444791,0.00325107574463,873.506300268,0.00025486946106,718.833817542
90,0.269236087799,667.545092459,0.00374484062195,861.549546755,0.000258922576904,702.51578021
95,0.272119045258,669.197122207,0.0039918422699,845.94836081,0.000322818756104,711.572552759
100,0.271827936172,678.609166873,0.0032479763031,844.049992232,0.000271081924438,688.035701672
