"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.0171399116516,9301.10462403,0.00997090339661,8391.92018272,0.000373125076294,8644.925744
10,0.0206418037415,9651.21862011,0.00461983680725,8551.3758848,0.000396013259888,9684.22922289
15,0.0239992141724,7192.27927868,0.0044949054718,6390.37978314,0.000418901443481,8876.32319072
20,0.0272290706635,6297.95620145,0.00451493263245,4510.8422876,0.000439167022705,8417.63701637
25,0.0299789905548,5120.93927206,0.00443196296692,4491.80518348,0.000452995300293,6067.79792406
30,0.0353870391846,4946.44384239,0.00445079803467,4109.06763618,0.000458955764771,6063.4631272
35,0.0325331687927,3600.90729374,0.00461888313293,3779.35980563,0.000482082366943,3419.62698381
40,0.0343608856201,3386.53439115,0.00444912910461,3265.92152489,0.000479936599731,3374.0854289
45,0.0351960659027,3180.87347679,0.00448203086853,3253.85183938,0.00049877166748,3222.11678469
50,0.036877155304,3161.715528,0.00454497337341,3210.95060075,0.00047492980957,3217.82686669
55,0.0373451709747,2890.33723117,0.00451898574829,3207.99850188,0.000509977340698,3039.03657911
60,0.0381281375885,2424.54861586,0.00451397895813,3137.02738377,0.000525951385498,2954.64268405
65,0.0386590957642,2330.02633786,0.00455117225647,3075.25404305,0.000530004501343,2954.64268405
70,0.0396111011505,2210.77062987,0.00460195541382,3097.79589086,0.000540018081665,2647.71097805
75,0.0401978492737,2104.55449081,0.00456213951111,3057.65544364,0.000543117523193,2647.71097805
80,0.0404551029205,1977.61729316,0.00468111038208,2979.47757876,0.00053882598877,2647.71097805
85,0.0404999256134,1902.02710476,0.00457787513733,2998.89005794,0.000556945800781,2568.59910853
90,0.0411770343781,1902.82303668,0.00460195541382,2972.91546474,0.000547885894775,2568.59910853
95,0.0415329933167,1907.85762656,0.00455904006958,2951.09685739,0.000553846359253,2568.59910853
100,0.0433700084686,1899.76922687,0.00462985038757,2927.60730962,0.000570058822632,2525.72005338
