"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.0505170822144,4117.56445492,0.00317811965942,4391.00542611,0.000189065933228,4083.52869018
10,0.116950035095,4782.81196983,0.00318884849548,3313.5099414,0.000191926956177,4152.13800433
15,0.169333934784,4126.54746289,0.00316500663757,2423.14012997,0.000197887420654,3081.96554105
20,0.211050033569,3254.0807403,0.00318908691406,1670.64765339,0.000204086303711,2351.16125608
25,0.240918874741,3866.45132042,0.00315999984741,1502.65902625,0.000210046768188,2245.53310324
30,0.258596897125,2250.84701409,0.00314879417419,1601.06018383,0.000217914581299,1948.75316276
35,0.276574134827,2101.94029194,0.00316882133484,1555.68847851,0.00022292137146,1924.59924356
40,0.288688898087,2052.28405041,0.00319504737854,1562.09863851,0.000224113464355,1925.37757997
45,0.293921947479,1582.04124435,0.0032069683075,1482.90307533,0.000226020812988,1935.32525258
50,0.295485019684,1325.25435679,0.0032160282135,1430.35069239,0.000231027603149,1955.30284919
55,0.305726051331,1219.85255962,0.00320100784302,1435.19682894,0.000238180160522,1926.10323159
60,0.309157133102,1164.62771614,0.00324296951294,1408.10147977,0.000244855880737,1890.72994473
65,0.321499109268,1151.84724433,0.00322508811951,1294.556198,0.000245094299316,1858.38139895
70,0.3267121315,1126.56507947,0.00333404541016,1295.64062643,0.000251054763794,1858.38139895
75,0.348244190216,1088.39050064,0.00325202941895,1281.8969183,0.000247955322266,1849.48706325
80,0.367110967636,1037.69290526,0.00324296951294,1263.0820951,0.000257015228271,1732.10591532
85,0.357543945312,1057.41431758,0.00324010848999,1214.11159611,0.000257968902588,1195.22528007
90,0.338379144669,1026.90154788,0.00321793556213,1204.02214315,0.000262975692749,1103.97283473
95,0.347661972046,1006.03690392,0.00322198867798,1198.16988985,0.000262975692749,1103.97283473
100,0.361518144608,969.43919507,0.00326609611511,1179.0960669,0.000280857086182,978.12774645
