"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.0170240402222,3669.88933952,0.00383520126343,4236.56533956,0.000357866287231,3808.62488558
10,0.0180308818817,3853.89319233,0.00392079353333,3336.72958591,0.000380992889404,3471.51450364
15,0.021537065506,2346.19843841,0.00395488739014,2486.56240273,0.000385999679565,3382.61446473
20,0.024129152298,1981.52395269,0.0039529800415,1939.81183264,0.000405073165894,2267.44892664
25,0.0267169475555,1835.95291618,0.00395202636719,1902.54451588,0.000406980514526,2289.2676505
30,0.0274820327759,1769.33654431,0.00399589538574,1731.90918804,0.000422954559326,1819.79327399
35,0.0288329124451,1617.88917358,0.00390982627869,1697.07313826,0.000423908233643,1800.19495652
40,0.0302438735962,1528.7995733,0.0040111541748,1678.24565687,0.000440120697021,1762.10265635
45,0.0310969352722,1478.33691948,0.00399994850159,1616.52815609,0.000439882278442,1704.36491628
50,0.0312340259552,1346.09630064,0.00405597686768,1587.19294924,0.000450134277344,1721.49772176
55,0.0328810214996,1288.1626432,0.0040078163147,1588.32998472,0.000454902648926,1604.96212221
60,0.0323629379272,1220.95629253,0.0039689540863,1481.6580891,0.000480175018311,1446.59240035
65,0.0370399951935,1185.04415827,0.0107500553131,1473.20755383,0.000468969345093,1387.82880506
70,0.0340540409088,968.400678097,0.00398397445679,1470.14200651,0.000555038452148,1221.87246889
75,0.0346870422363,941.393481628,0.0040590763092,1467.63147601,0.000482797622681,1212.41156488
80,0.0350539684296,908.527162129,0.00411081314087,1469.892068,0.000499963760376,998.147051618
85,0.0361862182617,880.674930052,0.00408601760864,1460.46378252,0.000493049621582,998.147051618
90,0.0374438762665,834.002233688,0.0044310092926,1449.91786758,0.000472068786621,923.795584794
95,0.0375559329987,825.342956927,0.00418710708618,1442.78720055,0.000465869903564,892.602169998
100,0.0995900630951,794.451784371,0.011157989502,1415.07851413,0.000494956970215,892.602169998
