"Quantidade de Pontos",Tempo Pips,Erro Pips,Tempo Volca,Erro Volca,Tempo Zigzag,Erro Zigzag
5,0.0465807914734,6860.93637965,0.00314283370972,5846.09216592,0.000164985656738,5660.32085944
10,0.0943460464478,5657.95451231,0.0032000541687,5080.090947,0.000175952911377,3673.97313545
15,0.121280908585,3583.52700999,0.0032000541687,3069.88255511,0.000214099884033,3243.17531301
20,0.142569065094,3490.00901701,0.00316309928894,2666.57837787,0.000190019607544,2758.26574449
25,0.162331104279,3299.72700893,0.00314497947693,2331.77378782,0.000203132629395,2527.30210521
30,0.179878950119,2872.52249294,0.00319600105286,2100.85173504,0.000209093093872,2499.21056136
35,0.191760063171,2607.6315212,0.00318098068237,1695.64782364,0.00021505355835,2466.94224059
40,0.200354814529,2255.17020423,0.00342679023743,1434.13123019,0.000218152999878,2024.87007298
45,0.213657140732,1998.77833236,0.00319910049438,1388.66553977,0.000226020812988,2002.84588912
50,0.217326879501,1712.02858698,0.00325489044189,1345.68824608,0.000234127044678,1891.83183228
55,0.224200963974,1441.71218481,0.00322604179382,1339.27754529,0.000231027603149,1851.24618256
60,0.232081890106,1270.42103458,0.00326299667358,1314.10582202,0.000237941741943,1647.37582862
65,0.237868070602,1193.46914273,0.00320410728455,1294.18709971,0.000240087509155,1624.08455724
70,0.250720024109,1126.24384302,0.00325489044189,1294.24238253,0.000241994857788,1624.08455724
75,0.249928951263,1005.68263273,0.00320100784302,1280.53978644,0.000245809555054,1610.45658445
80,0.256879091263,976.389882642,0.00322604179382,1265.23827543,0.00025200843811,1593.51566463
85,0.268285036087,898.779300055,0.00321817398071,1251.39772996,0.000255823135376,900.02424816
90,0.266685962677,928.043978544,0.00447106361389,1236.6125653,0.000262975692749,902.990411019
95,0.267833948135,934.422397328,0.00331115722656,1232.44426356,0.000260829925537,902.990411019
100,0.272068023682,904.390054554,0.00321197509766,1217.95811078,0.000280141830444,810.318287888
