market/points,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
saida/BRAP4.csv,5338.07485089,6065.98922469,3318.02810623,2565.25408951,2532.72906758,2116.76193707,1783.04979308,1767.24889305,1581.04068818,1537.09293738,1456.73813311,1420.62448595,1348.61965062,1337.68574326,1328.54077343,1318.19959945,1246.81425308,1217.66626716,1192.07877386,1155.53475036
saida/USIM5.csv,3698.86001448,1741.63417575,1704.59617624,1624.98443591,1224.85674981,1188.18939712,1123.45146044,1117.52876849,1077.75192209,1033.31371935,992.437323322,1009.66683505,959.685014845,918.952662803,880.201205715,856.582587521,768.887571815,750.952069119,722.399938917,663.906624934
saida/VALE3.csv,5537.14798751,5314.77860431,5646.76585618,4402.45800378,3684.97502253,3482.5632889,2879.3529784,1857.55211795,1860.89029311,1827.73595135,1735.22247302,1716.72947623,1676.61972964,1640.83563515,1604.03627737,1559.84711879,1494.25994668,1456.42607662,1451.57847546,1433.96290198
saida/HYPE3.csv,4252.85740087,3001.0767123,1761.22596827,1697.98996344,1656.78560537,1592.16774876,1186.32598526,1072.20202368,948.84779431,898.609688637,875.896568716,848.773680744,836.636621148,824.660682222,749.264340805,749.97847586,682.198973741,663.340490745,661.439164971,654.436804408
saida/ITSA4.csv,1356.49960574,729.21648507,671.34424964,454.381419841,371.677298319,352.087550699,342.230213934,320.43325499,300.37444897,268.699143056,263.472620359,261.831353904,246.225804844,236.954009155,236.214977672,214.93172529,193.579307117,191.435912732,192.185318551,182.968754942
saida/WEGE3.csv,1307.0012143,846.954518605,627.891633507,603.327687336,402.40627027,367.952329011,350.949400004,333.415362678,302.276812324,294.421996342,271.193824115,270.073379277,261.473627624,255.417009539,251.737487341,240.547673593,224.18833366,218.139863286,209.737791926,205.010320704
saida/EQTL3.csv,2432.81053558,1461.82482643,1212.67904226,1108.05960135,1009.71445518,818.624340108,684.977007489,590.866439187,566.890321025,515.721792615,474.046972611,463.781462311,449.910661691,457.348025974,443.074458823,445.114515196,414.451667317,410.013799472,402.833464389,401.390726278
saida/ELET3.csv,2795.37239321,1982.86232464,1682.39090979,2071.55038577,1516.59457391,1289.06352515,1212.56376165,978.492006737,906.871226916,878.404051966,882.373934826,765.590095468,718.112905716,687.149041536,683.50835396,662.994118922,650.965208476,622.021263639,594.948763152,564.171357915
saida/NATU3.csv,7480.53283304,5682.59021806,3237.37547508,2635.53377457,2132.96472915,2167.57329455,1804.78527407,1580.85197412,1575.50522291,1458.11033617,1449.21585149,1439.94238722,1390.14045889,1315.37920944,1227.65946888,1220.92035934,1199.51813074,1215.05846071,1148.79481469,1097.12161634
saida/MRFG3.csv,5115.13331145,1986.1537832,1898.203338,1419.43047438,1173.77481499,1011.9196243,852.916555723,811.943172994,724.092899656,707.010923645,705.450217827,649.689927357,663.782540989,614.934899103,627.155703129,600.892419705,598.701748745,590.194469478,554.04642563,543.63339952
saida/LREN3.csv,81.5113825827,62.5705771761,53.0358602646,39.8252059145,26.1252429571,26.0240734999,25.3726688129,24.1962543999,24.7477222621,24.4686197327,23.4982061381,20.4584168472,20.1396909554,18.6703194415,18.2788449767,16.716336551,16.314610281,15.7421209592,13.8864680332,13.6466920341
saida/VALE5.csv,5354.04401705,5225.34813541,4145.84034229,2903.50685962,2508.07012036,2253.70246935,1810.46044,1631.99197164,1545.9565858,1544.09373904,1505.94779637,1453.29877354,1412.19899524,1376.87665612,1343.18260652,1341.66708628,1321.86815165,1286.36004184,1264.05680267,1224.75112719
saida/MRVE3.csv,3977.19788075,2161.95067538,1267.34333765,1303.9796,1165.60117894,1101.27197363,878.982878775,843.374919309,799.406102181,791.572626867,743.612084539,743.241728699,749.481980973,720.716826503,683.43737818,675.988640982,650.11039725,621.329364546,609.67651019,566.889695302
saida/MULT3.csv,8127.78367475,3388.81441726,2816.04435484,2066.72942351,2056.16621101,1893.92133747,1768.00022381,1725.26209708,1620.30416374,1523.91656463,1415.14934608,1393.14009151,1195.99822979,1195.3432303,1162.94141056,1134.09591312,1129.84664149,1071.02239217,1049.05444159,1016.85221514
saida/ESTC3.csv,1991.91905573,1293.34910022,1037.76918245,959.58433532,655.428449777,532.694966281,505.688694702,495.984301181,489.824417258,446.384195169,430.932898502,419.586729013,409.93051076,391.761898301,330.913638649,294.469230486,290.088203367,281.40686785,265.92161095,259.551145381
saida/SBSP3.csv,3709.86940951,2619.53518596,1723.82389047,1615.0067056,1249.98435524,1244.33866988,989.317433659,948.862560164,753.873917818,716.053340717,785.087065506,772.91801963,658.991727378,646.351671811,627.26185879,622.057701172,592.010372118,504.816979127,468.120950041,457.214353312
saida/CMIG4.csv,3801.51306899,3245.89426324,3150.04064042,1609.89330901,1439.54779852,1392.62833126,1373.79222286,1430.24044607,1298.05441351,1223.1662952,1193.43058633,1215.32648547,969.024738122,907.015823746,887.931276425,847.15704241,831.568586359,828.202521555,803.298489341,773.411803292
saida/VIVT4.csv,3668.11875247,3374.07130768,2515.47283492,2487.50789067,2304.56553742,1807.3032731,1694.97909553,1600.65278305,1521.14109151,1353.86378304,1339.5771599,1291.42093897,1267.47326745,1202.88317997,1114.06654125,1076.70941874,1063.48843492,1058.00916513,1034.14445628,1004.41917644
saida/PETR4.csv,3394.96597625,1897.99082815,1707.22825204,1706.95017376,1505.01517232,1473.41022042,1315.58320804,1185.55632996,1154.19684621,1154.52690311,1174.99227397,1025.72029103,976.531993761,931.093119091,889.756643328,857.644855555,826.599963017,816.238685389,795.214607162,765.981461217
