algorithm/points,15,20,25,30,35
volca,-2.5829182099289842,0.48488373302358723,0.86187490551346246,0.032994289307117453,0.15768798980746246
pips,0.30559143013533097,0.5391921803846802,0.90482260553712868,0.91078178639609542,0.93475159000829566
zigzag,0.27775856476082461,0.20514736897817676,0.7713283740701381,0.73061151689873449,-0.36741313427530464
